Czechia, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 02/02/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1941    37     2.024     0.923     0.743     0.252     0.068     0.038
1941    38     2.039     0.925     0.747     0.257     0.070     0.040
1941    39     2.048     0.926     0.750     0.260     0.072     0.042
1941    40     2.055     0.927     0.751     0.262     0.072     0.043
1941    41     2.059     0.927     0.752     0.263     0.073     0.044
1941    42     2.061     0.927     0.752     0.263     0.074     0.044
1941    43     2.063     0.928     0.753     0.263     0.074     0.045
1941    44     2.063     0.928     0.753     0.264     0.074     0.045
1941    45     2.064     0.928     0.753     0.264     0.074     0.045
1941    46     2.064     0.928     0.753     0.264     0.074     0.045
1941    47     2.064     0.928     0.753     0.264     0.074     0.045
1941    48     2.064     0.928     0.753     0.264     0.074     0.045
1941    49     2.064     0.928     0.753     0.264     0.074     0.045
1941    50     2.064     0.928     0.753     0.264     0.074     0.045
1941    51     2.064     0.928     0.753     0.264     0.074     0.045
1941    52     2.064     0.928     0.753     0.264     0.074     0.045
1941    53     2.064     0.928     0.753     0.264     0.074     0.045
1941    54     2.064     0.928     0.753     0.264     0.074     0.045
1941    55     2.064     0.928     0.753     0.264     0.074     0.045
1942    12     0.000     0.000     0.000     0.000     0.000     0.000
1942    13     0.000     0.000     0.000     0.000     0.000     0.000
1942    14     0.000     0.000     0.000     0.000     0.000     0.000
1942    15     0.000     0.000     0.000     0.000     0.000     0.000
1942    16     0.002     0.002     0.000     0.000     0.000     0.000
1942    17     0.010     0.009     0.000     0.000     0.000     0.000
1942    18     0.037     0.035     0.002     0.000     0.000     0.000
1942    19     0.107     0.098     0.008     0.000     0.000     0.000
1942    20     0.237     0.210     0.025     0.002     0.000     0.000
1942    21     0.418     0.351     0.061     0.006     0.000     0.000
1942    22     0.629     0.493     0.120     0.014     0.002     0.000
1942    23     0.831     0.606     0.193     0.027     0.004     0.001
1942    24     1.010     0.689     0.269     0.044     0.006     0.002
1942    25     1.166     0.749     0.342     0.062     0.010     0.003
1942    26     1.298     0.793     0.406     0.080     0.014     0.005
1942    27     1.412     0.824     0.465     0.098     0.018     0.007
1942    28     1.512     0.847     0.517     0.115     0.023     0.010
1942    29     1.602     0.864     0.565     0.133     0.027     0.012
1942    30     1.683     0.878     0.608     0.150     0.032     0.015
1942    31     1.757     0.888     0.644     0.169     0.037     0.018
1942    32     1.824     0.897     0.675     0.188     0.043     0.022
1942    33     1.880     0.903     0.699     0.206     0.048     0.025
1942    34     1.924     0.908     0.716     0.220     0.053     0.027
1942    35     1.957     0.912     0.727     0.232     0.056     0.030
1942    36     1.983     0.915     0.735     0.241     0.060     0.032
1942    37     2.003     0.917     0.741     0.248     0.063     0.034
1942    38     2.016     0.919     0.744     0.252     0.065     0.036
1942    39     2.025     0.920     0.746     0.255     0.067     0.037
1942    40     2.031     0.921     0.748     0.257     0.068     0.038
1942    41     2.035     0.921     0.748     0.258     0.068     0.039
1942    42     2.037     0.922     0.749     0.258     0.069     0.039
1942    43     2.038     0.922     0.749     0.258     0.069     0.040
1942    44     2.039     0.922     0.749     0.259     0.069     0.040
1942    45     2.039     0.922     0.749     0.259     0.069     0.040
1942    46     2.040     0.922     0.749     0.259     0.069     0.040
1942    47     2.040     0.922     0.749     0.259     0.069     0.040
1942    48     2.040     0.922     0.749     0.259     0.069     0.040
1942    49     2.040     0.922     0.749     0.259     0.069     0.040
1942    50     2.040     0.922     0.749     0.259     0.069     0.040
1942    51     2.040     0.922     0.749     0.259     0.069     0.040
1942    52     2.040     0.922     0.749     0.259     0.069     0.040
1942    53     2.040     0.922     0.749     0.259     0.069     0.040
1942    54     2.040     0.922     0.749     0.259     0.069     0.040
1942    55     2.040     0.922     0.749     0.259     0.069     0.040
1943    12     0.000     0.000     0.000     0.000     0.000     0.000
1943    13     0.000     0.000     0.000     0.000     0.000     0.000
1943    14     0.000     0.000     0.000     0.000     0.000     0.000
1943    15     0.000     0.000     0.000     0.000     0.000     0.000
1943    16     0.002     0.002     0.000     0.000     0.000     0.000
1943    17     0.009     0.009     0.000     0.000     0.000     0.000
1943    18     0.037     0.035     0.002     0.000     0.000     0.000
1943    19     0.108     0.099     0.008     0.001     0.000     0.000
1943    20     0.246     0.218     0.025     0.002     0.000     0.000
1943    21     0.437     0.367     0.063     0.006     0.001     0.000
1943    22     0.644     0.505     0.122     0.015     0.002     0.000
1943    23     0.837     0.614     0.192     0.027     0.004     0.001
1943    24     1.009     0.695     0.265     0.041     0.006     0.002
1943    25     1.161     0.756     0.335     0.057     0.009     0.003
1943    26     1.294     0.801     0.401     0.074     0.013     0.005
1943    27     1.412     0.833     0.464     0.091     0.017     0.007
1943    28     1.518     0.857     0.521     0.109     0.022     0.009
1943    29     1.614     0.876     0.573     0.127     0.026     0.012
1943    30     1.704     0.890     0.621     0.148     0.031     0.015
1943    31     1.787     0.901     0.661     0.170     0.037     0.018
1943    32     1.856     0.910     0.692     0.190     0.043     0.021
1943    33     1.910     0.916     0.715     0.207     0.048     0.024
1943    34     1.952     0.921     0.731     0.221     0.052     0.026
1943    35     1.986     0.926     0.742     0.233     0.056     0.029
1943    36     2.013     0.929     0.751     0.242     0.060     0.031
1943    37     2.030     0.931     0.756     0.248     0.062     0.033
1943    38     2.042     0.933     0.759     0.252     0.064     0.035
1943    39     2.051     0.934     0.761     0.255     0.065     0.036
1943    40     2.057     0.935     0.762     0.256     0.066     0.037
1943    41     2.061     0.936     0.763     0.257     0.067     0.038
1943    42     2.063     0.936     0.763     0.258     0.067     0.038
1943    43     2.064     0.936     0.764     0.258     0.067     0.038
1943    44     2.065     0.936     0.764     0.259     0.068     0.039
1943    45     2.065     0.936     0.764     0.259     0.068     0.039
1943    46     2.066     0.936     0.764     0.259     0.068     0.039
1943    47     2.066     0.936     0.764     0.259     0.068     0.039
1943    48     2.066     0.936     0.764     0.259     0.068     0.039
1943    49     2.066     0.936     0.764     0.259     0.068     0.039
1943    50     2.066     0.936     0.764     0.259     0.068     0.039
1943    51     2.066     0.936     0.764     0.259     0.068     0.039
1943    52     2.066     0.936     0.764     0.259     0.068     0.039
1943    53     2.066     0.936     0.764     0.259     0.068     0.039
1943    54     2.066     0.936     0.764     0.259     0.068     0.039
1943    55     2.066     0.936     0.764     0.259     0.068     0.039
1944    12     0.000     0.000     0.000     0.000     0.000     0.000
1944    13     0.000     0.000     0.000     0.000     0.000     0.000
1944    14     0.000     0.000     0.000     0.000     0.000     0.000
1944    15     0.000     0.000     0.000     0.000     0.000     0.000
1944    16     0.001     0.001     0.000     0.000     0.000     0.000
1944    17     0.009     0.008     0.000     0.000     0.000     0.000
1944    18     0.035     0.033     0.002     0.000     0.000     0.000
1944    19     0.109     0.101     0.007     0.000     0.000     0.000
1944    20     0.252     0.225     0.025     0.002     0.000     0.000
1944    21     0.438     0.369     0.062     0.006     0.001     0.000
1944    22     0.633     0.501     0.117     0.013     0.002     0.000
1944    23     0.817     0.607     0.183     0.024     0.004     0.001
1944    24     0.983     0.687     0.252     0.036     0.006     0.002
1944    25     1.132     0.748     0.321     0.051     0.009     0.003
1944    26     1.267     0.794     0.389     0.068     0.012     0.004
1944    27     1.391     0.828     0.456     0.085     0.016     0.006
1944    28     1.502     0.853     0.517     0.104     0.020     0.008
1944    29     1.605     0.871     0.574     0.124     0.025     0.011
1944    30     1.702     0.885     0.626     0.147     0.030     0.013
1944    31     1.783     0.896     0.666     0.170     0.035     0.016
1944    32     1.849     0.905     0.695     0.190     0.041     0.019
1944    33     1.901     0.912     0.716     0.206     0.046     0.022
1944    34     1.942     0.917     0.731     0.220     0.050     0.024
1944    35     1.974     0.921     0.742     0.231     0.054     0.027
1944    36     1.997     0.924     0.749     0.239     0.057     0.028
1944    37     2.013     0.926     0.754     0.244     0.059     0.030
1944    38     2.025     0.927     0.757     0.248     0.061     0.032
1944    39     2.033     0.928     0.759     0.251     0.062     0.033
1944    40     2.038     0.929     0.760     0.252     0.063     0.034
1944    41     2.042     0.930     0.761     0.253     0.064     0.034
1944    42     2.044     0.930     0.761     0.254     0.064     0.035
1944    43     2.045     0.930     0.761     0.254     0.064     0.035
1944    44     2.046     0.930     0.761     0.255     0.065     0.035
1944    45     2.046     0.930     0.761     0.255     0.065     0.035
1944    46     2.046     0.930     0.761     0.255     0.065     0.035
1944    47     2.046     0.930     0.761     0.255     0.065     0.035
1944    48     2.046     0.930     0.761     0.255     0.065     0.035
1944    49     2.046     0.930     0.761     0.255     0.065     0.035
1944    50     2.046     0.930     0.761     0.255     0.065     0.035
1944    51     2.046     0.930     0.761     0.255     0.065     0.035
1944    52     2.046     0.930     0.761     0.255     0.065     0.035
1944    53     2.046     0.930     0.761     0.255     0.065     0.035
1944    54     2.046     0.930     0.761     0.255     0.065     0.035
1944    55     2.046     0.930     0.761     0.255     0.065     0.035
1945    12     0.000     0.000     0.000     0.000     0.000     0.000
1945    13     0.000     0.000     0.000     0.000     0.000     0.000
1945    14     0.000     0.000     0.000     0.000     0.000     0.000
1945    15     0.000     0.000     0.000     0.000     0.000     0.000
1945    16     0.001     0.001     0.000     0.000     0.000     0.000
1945    17     0.008     0.008     0.000     0.000     0.000     0.000
1945    18     0.036     0.034     0.002     0.000     0.000     0.000
1945    19     0.112     0.104     0.008     0.000     0.000     0.000
1945    20     0.250     0.223     0.025     0.002     0.000     0.000
1945    21     0.428     0.362     0.060     0.005     0.001     0.000
1945    22     0.615     0.490     0.111     0.012     0.002     0.000
1945    23     0.792     0.594     0.173     0.021     0.003     0.001
1945    24     0.955     0.673     0.241     0.033     0.006     0.002
1945    25     1.104     0.734     0.311     0.048     0.008     0.003
1945    26     1.242     0.780     0.383     0.064     0.012     0.004
1945    27     1.371     0.815     0.453     0.082     0.016     0.006
1945    28     1.490     0.841     0.519     0.103     0.020     0.008
1945    29     1.603     0.860     0.581     0.127     0.025     0.010
1945    30     1.699     0.875     0.631     0.151     0.030     0.013
1945    31     1.776     0.885     0.668     0.173     0.035     0.015
1945    32     1.838     0.893     0.694     0.191     0.041     0.018
1945    33     1.886     0.900     0.713     0.208     0.045     0.020
1945    34     1.926     0.905     0.728     0.221     0.049     0.023
1945    35     1.955     0.909     0.738     0.231     0.053     0.025
1945    36     1.975     0.911     0.744     0.238     0.055     0.026
1945    37     1.990     0.913     0.748     0.243     0.058     0.028
1945    38     2.001     0.915     0.751     0.247     0.060     0.029
1945    39     2.009     0.915     0.753     0.249     0.061     0.031
1945    40     2.014     0.916     0.754     0.250     0.062     0.032
1945    41     2.017     0.916     0.755     0.251     0.062     0.032
1945    42     2.019     0.917     0.755     0.252     0.063     0.033
1945    43     2.021     0.917     0.755     0.252     0.063     0.033
1945    44     2.021     0.917     0.755     0.252     0.063     0.033
1945    45     2.022     0.917     0.755     0.253     0.063     0.033
1945    46     2.022     0.917     0.755     0.253     0.063     0.033
