Czechia, Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 02/02/2023
Year    ARDY   Cohort       Exposure
1963     18     1945        75421.82
1963     19     1944        76496.74
1963     20     1943        75721.99
1963     21     1942        67725.08
1963     22     1941        65096.19
1963     23     1940        63223.59
1963     24     1939        58339.39
1963     25     1938        55406.25
1963     26     1937        53981.81
1963     27     1936        54063.16
1963     28     1935        55583.13
1963     29     1934        57503.19
1963     30     1933        59326.80
1963     31     1932        62795.86
1963     32     1931        65184.94
1963     33     1930        67546.29
1963     34     1929        66140.88
1963     35     1928        66993.26
1963     36     1927        67398.87
1963     37     1926        69371.97
1963     38     1925        70800.26
1963     39     1924        72780.77
1963     40     1923        75144.72
1963     41     1922        74945.02
1963     42     1921        74316.74
1963     43     1920        67685.22
1963     44     1919        55279.35
1963     45     1918        33517.32
1963     46     1917        33185.37
1963     47     1916        37350.60
1963     48     1915        50110.06
1963     49     1914        68662.79
1963     50     1913        71189.45
1963     51     1912        70809.97
1963     52     1911        71232.75
1963     53     1910        72314.58
1963     54     1909        72242.40
1963     55     1908        70445.35
1964     12     1952        42761.11
1964     13     1951        85239.76
1964     14     1950        84550.80
1964     15     1949        83470.51
1964     16     1948        86409.44
1964     17     1947        91247.45
1964     18     1946        88701.47
1964     19     1945        75228.63
1964     20     1944        76459.38
1964     21     1943        75535.69
1964     22     1942        67558.78
1964     23     1941        64954.37
1964     24     1940        63227.00
1964     25     1939        58145.41
1964     26     1938        55382.31
1964     27     1937        53831.48
1964     28     1936        53928.46
1964     29     1935        55534.74
1964     30     1934        57394.79
1964     31     1933        59140.06
1964     32     1932        62678.03
1964     33     1931        65003.73
1964     34     1930        67360.38
1964     35     1929        65980.50
1964     36     1928        66873.70
1964     37     1927        67225.23
1964     38     1926        69176.55
1964     39     1925        70604.89
1964     40     1924        72607.49
1964     41     1923        74911.88
1964     42     1922        74842.67
1964     43     1921        73994.94
1964     44     1920        67677.28
1964     45     1919        54898.20
1964     46     1918        33375.03
1964     47     1917        33083.52
1964     48     1916        37126.78
1964     49     1915        50066.78
1964     50     1914        68232.93
1964     51     1913        70824.83
1964     52     1912        70497.91
1964     53     1911        70788.40
1964     54     1910        71857.94
1964     55     1909        71749.92
1965     12     1953        41372.14
1965     13     1952        83256.66
1965     14     1951        85164.56
1965     15     1950        84430.27
1965     16     1949        83361.16
1965     17     1948        86375.01
1965     18     1947        91037.76
1965     19     1946        88553.48
1965     20     1945        75032.32
1965     21     1944        76429.36
1965     22     1943        75350.72
1965     23     1942        67389.14
1965     24     1941        64818.89
1965     25     1940        63227.08
1965     26     1939        57947.76
1965     27     1938        55370.05
1965     28     1937        53684.74
1965     29     1936        53804.89
1965     30     1935        55483.15
1965     31     1934        57287.76
1965     32     1933        58954.09
1965     33     1932        62561.95
1965     34     1931        64831.36
1965     35     1930        67174.03
1965     36     1929        65814.37
1965     37     1928        66740.34
1965     38     1927        67051.96
1965     39     1926        68978.75
1965     40     1925        70392.29
1965     41     1924        72424.08
1965     42     1923        74659.41
1965     43     1922        74736.97
1965     44     1921        73669.83
1965     45     1920        67649.20
1965     46     1919        54507.38
1965     47     1918        33221.74
1965     48     1917        32972.01
1965     49     1916        36876.96
1965     50     1915        50010.50
1965     51     1914        67777.40
1965     52     1913        70409.55
1965     53     1912        70162.85
1965     54     1911        70289.71
1965     55     1910        71368.30
1966     12     1954        40644.43
1966     13     1953        80810.21
1966     14     1952        83209.36
1966     15     1951        85083.97
