Sweden, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 14/04/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1959    50     2.048     0.866     0.727     0.320     0.093     0.042
1959    51     2.048     0.866     0.727     0.320     0.093     0.042
1959    52     2.048     0.866     0.727     0.320     0.093     0.042
1959    53     2.048     0.866     0.727     0.320     0.093     0.042
1959    54     2.048     0.866     0.727     0.320     0.093     0.042
1959    55     2.048     0.866     0.727     0.320     0.093     0.042
1960    12     0.000     0.000     0.000     0.000     0.000     0.000
1960    13     0.000     0.000     0.000     0.000     0.000     0.000
1960    14     0.000     0.000     0.000     0.000     0.000     0.000
1960    15     0.000     0.000     0.000     0.000     0.000     0.000
1960    16     0.002     0.002     0.000     0.000     0.000     0.000
1960    17     0.008     0.008     0.000     0.000     0.000     0.000
1960    18     0.022     0.021     0.001     0.000     0.000     0.000
1960    19     0.049     0.047     0.003     0.000     0.000     0.000
1960    20     0.094     0.086     0.008     0.000     0.000     0.000
1960    21     0.157     0.137     0.019     0.001     0.000     0.000
1960    22     0.232     0.191     0.038     0.002     0.000     0.000
1960    23     0.319     0.247     0.066     0.006     0.000     0.000
1960    24     0.417     0.304     0.101     0.011     0.001     0.000
1960    25     0.535     0.366     0.146     0.021     0.002     0.000
1960    26     0.666     0.431     0.196     0.034     0.004     0.000
1960    27     0.807     0.497     0.251     0.052     0.007     0.001
1960    28     0.955     0.557     0.311     0.074     0.010     0.002
1960    29     1.108     0.614     0.374     0.099     0.017     0.003
1960    30     1.258     0.666     0.435     0.127     0.025     0.005
1960    31     1.399     0.710     0.491     0.157     0.033     0.007
1960    32     1.529     0.746     0.544     0.186     0.043     0.011
1960    33     1.641     0.773     0.588     0.214     0.052     0.015
1960    34     1.733     0.795     0.623     0.237     0.060     0.019
1960    35     1.810     0.811     0.650     0.259     0.067     0.023
1960    36     1.871     0.825     0.671     0.275     0.073     0.027
1960    37     1.919     0.836     0.688     0.287     0.078     0.030
1960    38     1.958     0.844     0.702     0.297     0.082     0.033
1960    39     1.987     0.851     0.711     0.304     0.085     0.035
1960    40     2.011     0.855     0.718     0.310     0.088     0.038
1960    41     2.027     0.859     0.723     0.314     0.090     0.040
1960    42     2.040     0.862     0.727     0.317     0.092     0.042
