Ukraine, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 13/11/2015
Year    Age        Total
1968     48        64.25
1968     49        29.91
1968     50        15.62
1968     51         7.39
1968     52         4.69
1968     53         3.36
1968     54         1.97
1968     55+        4.00
1969     12-        0.06
1969     13         1.49
1969     14        23.42
1969     15       203.27
1969     16      1125.82
1969     17      5356.89
1969     18     17547.81
1969     19     35495.43
1969     20     47617.08
1969     21     51928.66
1969     22     53377.55
1969     23     43743.33
1969     24     36091.62
1969     25     34174.88
1969     26     30780.62
1969     27     34711.75
1969     28     38044.38
1969     29     42184.60
1969     30     42089.82
1969     31     38626.59
1969     32     31661.27
1969     33     22694.89
1969     34     16013.67
1969     35     11843.62
1969     36     10190.98
1969     37      9265.25
1969     38      8473.53
1969     39      7501.82
1969     40      5669.29
1969     41      4195.95
1969     42      2869.74
1969     43      1866.02
1969     44      1181.40
1969     45       677.61
1969     46       386.52
1969     47       187.99
1969     48        81.97
1969     49        37.34
1969     50        21.98
1969     51        11.29
1969     52         6.31
1969     53         5.21
1969     54         5.27
1969     55+       17.01
1970     12-        0.07
1970     13         1.74
1970     14        27.69
1970     15       245.67
1970     16      1371.15
1970     17      6247.71
1970     18     20067.67
1970     19     38331.93
1970     20     53579.71
1970     21     63148.19
1970     22     60079.14
1970     23     55967.44
1970     24     42899.12
1970     25     33520.52
1970     26     28834.38
1970     27     26992.07
1970     28     32310.47
1970     29     37804.45
1970     30     38244.01
1970     31     36079.14
1970     32     33487.08
1970     33     27320.49
1970     34     20162.77
1970     35     14329.62
1970     36      9614.97
1970     37      8507.33
1970     38      7409.78
1970     39      6532.34
1970     40      5461.29
1970     41      4039.89
1970     42      2725.52
1970     43      1672.39
1970     44       990.59
1970     45       548.85
1970     46       312.40
1970     47       171.64
1970     48        85.26
1970     49        40.52
1970     50        23.92
1970     51        13.98
1970     52         6.16
1970     53         2.56
1970     54         1.41
1970     55+        0.00
1971     12-        0.07
1971     13         1.83
1971     14        29.38
1971     15       256.85
1971     16      1463.19
1971     17      6653.36
1971     18     20754.77
1971     19     39791.12
1971     20     52626.92
1971     21     67388.04
1971     22     69756.81
1971     23     60595.56
1971     24     53395.15
1971     25     38169.70
1971     26     27179.44
1971     27     24372.70
1971     28     24228.00
