United States, Cumulative period fertility rates (vertical parallelograms)
Last modified: 24/03/2023
Year  ARDY  Cohort     CPFR
1945   27    1918     1.120
1945   28    1917     1.247
1945   29    1916     1.368
1945   30    1915     1.488
1945   31    1914     1.605
1945   32    1913     1.713
1945   33    1912     1.812
1945   34    1911     1.903
1945   35    1910     1.988
1945   36    1909     2.065
1945   37    1908     2.133
1945   38    1907     2.191
1945   39    1906     2.239
1945   40    1905     2.279
1945   41    1904     2.311
1945   42    1903     2.336
1945   43    1902     2.353
1945   44    1901     2.364
1945   45    1900     2.370
1945   46    1899     2.374
1945   47    1898     2.377
1945   48    1897     2.378
1945   49    1896     2.379
1945   50    1895     2.379
1945   51    1894     2.379
1945   52    1893     2.379
1945   53    1892     2.379
1945   54    1891     2.379
1945   55    1890     2.379
1946   12    1934     0.000
1946   13    1933     0.000
1946   14    1932     0.000
1946   15    1931     0.001
1946   16    1930     0.007
1946   17    1929     0.021
1946   18    1928     0.055
1946   19    1927     0.117
1946   20    1926     0.219
1946   21    1925     0.355
1946   22    1924     0.518
1946   23    1923     0.696
1946   24    1922     0.881
1946   25    1921     1.069
1946   26    1920     1.251
1946   27    1919     1.426
1946   28    1918     1.585
1946   29    1917     1.733
1946   30    1916     1.875
1946   31    1915     2.007
1946   32    1914     2.128
1946   33    1913     2.237
1946   34    1912     2.338
1946   35    1911     2.426
1946   36    1910     2.505
1946   37    1909     2.576
1946   38    1908     2.635
1946   39    1907     2.686
1946   40    1906     2.728
1946   41    1905     2.761
1946   42    1904     2.784
1946   43    1903     2.801
1946   44    1902     2.813
1946   45    1901     2.820
1946   46    1900     2.824
1946   47    1899     2.827
1946   48    1898     2.828
1946   49    1897     2.828
1946   50    1896     2.828
1946   51    1895     2.829
1946   52    1894     2.829
1946   53    1893     2.829
1946   54    1892     2.829
1946   55    1891     2.829
1947   12    1935     0.000
1947   13    1934     0.000
1947   14    1933     0.000
1947   15    1932     0.002
1947   16    1931     0.009
1947   17    1930     0.029
1947   18    1929     0.076
1947   19    1928     0.163
1947   20    1927     0.297
1947   21    1926     0.471
1947   22    1925     0.667
1947   23    1924     0.874
1947   24    1923     1.088
1947   25    1922     1.297
1947   26    1921     1.495
1947   27    1920     1.687
1947   28    1919     1.867
1947   29    1918     2.031
1947   30    1917     2.181
1947   31    1916     2.322
1947   32    1915     2.447
1947   33    1914     2.559
1947   34    1913     2.663
1947   35    1912     2.754
1947   36    1911     2.834
1947   37    1910     2.903
1947   38    1909     2.964
1947   39    1908     3.016
1947   40    1907     3.059
1947   41    1906     3.092
1947   42    1905     3.115
1947   43    1904     3.132
1947   44    1903     3.145
1947   45    1902     3.152
1947   46    1901     3.156
1947   47    1900     3.158
1947   48    1899     3.159
1947   49    1898     3.160
1947   50    1897     3.160
1947   51    1896     3.160
1947   52    1895     3.160
1947   53    1894     3.160
1947   54    1893     3.160
1947   55    1892     3.160
1948   12    1936     0.000
1948   13    1935     0.000
1948   14    1934     0.000
1948   15    1933     0.002
1948   16    1932     0.010
1948   17    1931     0.032
1948   18    1930     0.084
1948   19    1929     0.176
1948   20    1928     0.311
1948   21    1927     0.481
1948   22    1926     0.671
1948   23    1925     0.868
1948   24    1924     1.069
1948   25    1923     1.270
1948   26    1922     1.458
1948   27    1921     1.633
1948   28    1920     1.801
1948   29    1919     1.959
1948   30    1918     2.100
1948   31    1917     2.229
1948   32    1916     2.346
1948   33    1915     2.449
1948   34    1914     2.544
1948   35    1913     2.629
1948   36    1912     2.703
1948   37    1911     2.768
1948   38    1910     2.823
